Count.ID,Name,Date,State,City,Facility.Type,Staff.Confirmed,Residents.Confirmed,Staff.Deaths,Residents.Deaths,Staff.Recovered,Residents.Recovered,Staff.Tested,Residents.Tested,Staff.Negative,Residents.Negative,Staff.Pending,Residents.Pending,Staff.Quarantine,Residents.Quarantine,Residents.Population,Address,Zipcode,Zip4,County,County.FIPS,Latitude,Longitude,Notes,Website
158,COUNTY WIDE,2020-07-24,District of Columbia,WASHINGTON,Prison,90,208,1,1,85,200,NA,NA,NA,NA,NA,NA,5,62,NA,1901 D ST SE,20003,NA,DISTRICT OF COLUMBIA,11001,38.88393,-76.97774,NA,https://coronavirus.dc.gov/page/public-safety-agency-covid-19-case-data
NA,ACS CORRECTIONS,2020-07-24,Federal,NA,Prison,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,ALDERSON FPC,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,49,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
159,ALICEVILLE FCI,2020-07-24,Federal,ALICEVILLE,Prison,14,11,0,0,9,10,NA,164,NA,NA,NA,6,NA,NA,NA,11070 HIGHWAY 14,35442,NA,PICKENS,10107,33.1740333,-88.1999105,NA,https://www.bop.gov/coronavirus/
NA,ALLENWOOD LOW FCI,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,64,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
160,ALLENWOOD MEDIUM FCI,2020-07-24,Federal,ALLENWOOD,Prison,1,0,0,0,1,0,NA,65,NA,NA,NA,0,NA,NA,NA,"RT. 15, 2 MILES N OF ALLENWOOD",17810,NA,UNION,42119,41.12065,-76.90721,NA,https://www.bop.gov/coronavirus/
161,ALLENWOOD USP,2020-07-24,Federal,ALLENWOOD,Prison,2,0,0,0,1,0,NA,37,NA,NA,NA,0,NA,NA,NA,"RT. 15, 2 MILES N OF ALLENWOOD",17810,NA,UNION,42119,41.12065,-76.90721,NA,https://www.bop.gov/coronavirus/
NA,ALPHA HOUSE,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,ALTERNATIVES INCORPORATED,2020-07-24,Federal,NA,Prison,0,4,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,ASHLAND FCI,2020-07-24,Federal,NA,Prison,1,0,0,0,1,0,NA,108,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
162,ATLANTA USP,2020-07-24,Federal,ATLANTA,Prison,14,18,0,0,8,14,NA,145,NA,NA,NA,19,NA,NA,NA,601 MCDONOUGH BLVD SE,30315,NA,FULTON,13121,33.71359,-84.36829,NA,https://www.bop.gov/coronavirus/
NA,ATWATER USP,2020-07-24,Federal,NA,Prison,8,3,0,0,3,0,NA,63,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,AVALON AUSTIN CORECIVIC,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
163,BANNUM INC,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,BASTROP FCI,2020-07-24,Federal,NA,Prison,6,3,0,0,2,0,NA,191,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
164,BEAUMONT LOW FCI,2020-07-24,Federal,BATESVILLE,Prison,1,476,0,0,0,13,NA,679,NA,NA,NA,105,NA,NA,NA,105 COUNTY YARD ROAD,72501,NA,INDEPENDENCE,5063,35.7941663,-91.6244761,NA,https://www.bop.gov/coronavirus/
165,BEAUMONT MEDIUM FCI,2020-07-24,Federal,VAN BUREN,Prison,6,49,0,0,0,0,NA,222,NA,NA,NA,1,NA,NA,NA,4235 ALMA HIGHWAY,72956,NA,CRAWFORD,5033,35.45321,-94.30606,NA,https://www.bop.gov/coronavirus/
166,BEAUMONT USP,2020-07-24,Federal,BEAUMONT,Prison,4,1,0,0,1,0,NA,161,NA,NA,NA,3,NA,NA,NA,6200 KNAUTH ROAD,77705,NA,JEFFERSON,48245,29.9630044,-94.0797194,NA,https://www.bop.gov/coronavirus/
NA,BECKLEY FCI,2020-07-24,Federal,NA,Prison,1,0,0,0,0,0,NA,53,NA,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,BEHAVIORAL SYSTEMS SOUTHWEST INC,2020-07-24,Federal,NA,Prison,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
170,BENNETTSVILLE FCI,2020-07-24,Federal,BENNETTSVILLE,Prison,12,7,0,0,5,6,NA,84,NA,NA,NA,0,NA,NA,NA,696 MUCKERMAN RD,29512,NA,MARLBORO,45069,34.67511,-79.72412,NA,https://www.bop.gov/coronavirus/
NA,BERLIN FCI,2020-07-24,Federal,NA,Prison,0,1,0,0,0,0,NA,71,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,BIG SANDY USP,2020-07-24,Federal,NA,Prison,1,0,0,0,0,0,NA,152,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1378,BIG SPRING FCI,2020-07-24,Federal,NA,Prison,6,0,0,0,0,0,NA,96,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
171,BRAWLEY RRC,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,BRONX CCC,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,BROOKLYN HOUSE,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
172,BROOKLYN MDC,2020-07-24,Federal,BROOKLYN,Prison,42,12,0,0,41,12,NA,317,NA,NA,NA,35,NA,NA,NA,80 29TH ST,11232,NA,KINGS,36047,40.66031,-74.00398,NA,https://www.bop.gov/coronavirus/
NA,BRYAN FPC,2020-07-24,Federal,NA,Prison,1,1,0,0,0,1,NA,56,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
169,BSSW RRC PHX,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
173,BUTNER FMC,2020-07-24,Federal,BUTNER,Prison,16,9,0,0,11,4,NA,356,NA,NA,NA,55,NA,NA,NA,OLD N CAROLINA HWY 75,27509,NA,GRANVILLE,37077,36.15147,-78.77955,NA,https://www.bop.gov/coronavirus/
174,BUTNER LOW FCI,2020-07-24,Federal,BUTNER,Prison,17,671,1,16,14,468,NA,1101,NA,NA,NA,0,NA,NA,NA,OLD N CAROLINA HWY 75,27509,NA,GRANVILLE,37077,36.15147,-78.77955,NA,https://www.bop.gov/coronavirus/
175,BUTNER MEDIUM I FCI,2020-07-24,Federal,BUTNER,Prison,31,214,0,9,30,199,NA,321,NA,NA,NA,1,NA,NA,NA,OLD N CAROLINA HWY 75,27509,NA,GRANVILLE,37077,36.15147,-78.77955,NA,https://www.bop.gov/coronavirus/
176,BUTNER MEDIUM II FCI,2020-07-24,Federal,BUTNER,Prison,2,3,0,0,0,3,NA,82,NA,NA,NA,0,NA,NA,NA,OLD N CAROLINA HWY 75,27509,NA,GRANVILLE,37077,36.15147,-78.77955,NA,https://www.bop.gov/coronavirus/
177,CANAAN USP,2020-07-24,Federal,WAYMART,Prison,4,1,0,0,4,0,NA,199,NA,NA,NA,0,NA,NA,NA,3057 ERIC J. WILLIAMS MEMORIAL DRIVE,18472,NA,WAYNE,42127,NA,NA,NA,https://www.bop.gov/coronavirus/
178,CARSWELL FMC,2020-07-24,Federal,GLENNVILLE,Prison,3,522,0,3,1,3,NA,1208,NA,NA,NA,25,NA,NA,NA,9676 UNITED STATES HIGHWAY 301 NORTH,30427,NA,TATTNALL,13267,31.9725,-81.91529,NA,https://www.bop.gov/coronavirus/
NA,CASPER REENTRY CENTER ACC,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
179,CASS COUNTY JAIL,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,CENTRAL AZ DETENTION CENTER,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
181,CENTRAL OFFICE HQ,2020-07-24,Federal,NA,Prison,8,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
183,CENTRAL TERRITORIAL OF THE SALVATION ARMY DBA SALVATION ARMY CORRECTIONAL SER,2020-07-24,Federal,NA,Prison,0,7,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,CHASE CENTER,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
184,CHERRY STREET SERVICES INC,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
188,CHICAGO MCC,2020-07-24,Federal,CHICAGO,Prison,31,140,0,0,26,136,NA,567,NA,NA,NA,10,NA,NA,NA,71 WEST VAN BUREN STREET,60605,NA,COOK,17031,41.87676,-87.63003,NA,https://www.bop.gov/coronavirus/
NA,CITY FAITH LITTLE ROCK AR,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,CITY OF FAITH RRC,2020-07-24,Federal,NA,Prison,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
189,COLEMAN I USP,2020-07-24,Federal,PONCE,Prison,22,22,0,0,1,0,NA,119,NA,NA,NA,18,NA,NA,NA,BO EL TUQUE SECTOR LAS CUCHARAS CARR 2,731,NA,PONCE,72113,NA,NA,NA,https://www.bop.gov/coronavirus/
190,COLEMAN II USP,2020-07-24,Federal,CONWAY,Prison,15,2,0,0,2,2,NA,138,NA,NA,NA,0,NA,NA,NA,801 LOCUST ST,72032,NA,FAULKNER,5045,37.35481,-84.35027,NA,https://www.bop.gov/coronavirus/
191,COLEMAN LOW FCI,2020-07-24,Federal,MURFREESBORO,Prison,20,158,0,0,2,3,NA,323,NA,NA,NA,4,NA,NA,NA,305 INDUSTRIAL PARK DR,71958,NA,PIKE,5109,34.07201,-93.68568,NA,https://www.bop.gov/coronavirus/
192,COLEMAN MEDIUM FCI,2020-07-24,Federal,DANVILLE,Prison,23,125,0,1,0,4,NA,167,NA,NA,NA,87,NA,NA,NA,36 KIRKBRIDE DRIVE,17821,8608,MONTOUR,42093,40.94793,-76.59835,NA,https://www.bop.gov/coronavirus/
NA,COMMUNITY EDUCATION CENTERS,2020-07-24,Federal,NA,Prison,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,COMMUNITY EDUCATION CENTERS DBA CEC,2020-07-24,Federal,NA,Prison,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,COMMUNITY EDUCATION CENTERS IN,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
197,COMMUNITY EXTENDED NUCLEAR TRA,2020-07-24,Federal,NA,Prison,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
198,COMMUNITY RESOURCES FOR JUSTICE INC,2020-07-24,Federal,NA,Prison,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,COMMUNITY SOLUTIONS INC,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,COOLIDGE HOUSE,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,12,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
201,CORE SERVICES GROUP INC,2020-07-24,Federal,NA,Prison,0,3,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,CORECIVIC,2020-07-24,Federal,NA,Prison,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
193,CORRECTIONAL ALTERNATIVES INC,2020-07-24,Federal,NA,Prison,0,16,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
203,CROSSPOINT INC,2020-07-24,Federal,NA,Prison,0,25,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
203,CROSSPOINT SAN ANTONIO,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,31,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,CSC DISMAS CHARITIES,2020-07-24,Federal,NA,Prison,0,7,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,CSC DISMAS CHARITIES INC,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
204,CUMBERLAND FCI,2020-07-24,Federal,MILLEN,Prison,5,6,0,0,3,6,NA,68,NA,NA,NA,1,NA,NA,NA,3404 KENT FARM DRIVE,30442,NA,JENKINS,13165,32.7903128,-81.9280224,NA,https://www.bop.gov/coronavirus/
NA,D RAY JAMES CI,2020-07-24,Federal,NA,Prison,0,54,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
206,DANBURY FCI,2020-07-24,Federal,DANBURY,Prison,62,90,0,1,61,89,NA,807,NA,NA,NA,0,NA,NA,NA,ROUTE 37,6811,NA,FAIRFIELD,9001,41.41097,-73.45544,NA,https://www.bop.gov/coronavirus/
207,DEVENS FMC,2020-07-24,Federal,TWIN CITY,Prison,6,55,0,2,6,49,NA,916,NA,NA,NA,0,NA,NA,NA,121 CASA DRIVE,30471,NA,EMANUEL,13107,32.5722244,-82.1596279,NA,https://www.bop.gov/coronavirus/
NA,DIERSEN NASHVILLE,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,DIERSON CHARITIES MEMPHIS,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,DISMAS CCC,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,DISMAS CHARITIES,2020-07-24,Federal,NA,Prison,0,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
208,DISMAS CHARITIES ALBUGUERQUE,2020-07-24,Federal,NA,Prison,0,43,0,0,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
208,DISMAS CHARITIES ALBUQUERQUE,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,60,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,DISMAS CHARITIES COMMCORRCTR,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,DISMAS CHARITIES INC,2020-07-24,Federal,NA,Prison,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,DISMAS CHARITIES OF ORLANDO,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
210,DISMAS CORPUS CHRISTI,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,14,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,DISMAS DEL RIO,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,DISMAS HOUSE CHARITIES INC,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
216,DISMAS HOUSE OF ST LOUIS,2020-07-24,Federal,NA,Prison,0,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
217,DISMAS LAREDO,2020-07-24,Federal,NA,Prison,0,4,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,DISMAS MIDLAND,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,10,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
212,DISMAS OF LEXINGTON,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
215,DISMAS OF MANCHESTER,2020-07-24,Federal,NA,Prison,0,3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,DRC DAY REPORTING CENTER GEO,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
219,DUBLIN FCI,2020-07-24,Federal,DUBLIN,Prison,4,1,0,0,3,0,NA,116,NA,NA,NA,21,NA,NA,NA,5701 8TH STREET,94568,NA,ALAMEDA,6001,37.71646,-121.90543,NA,https://www.bop.gov/coronavirus/
NA,DULUTH FPC,2020-07-24,Federal,NA,Prison,0,1,0,0,0,1,NA,43,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,EDGEFIELD FCI,2020-07-24,Federal,NA,Prison,17,12,0,0,1,0,NA,236,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
220,EL RENO FCI,2020-07-24,Federal,LIVINGSTON,Prison,7,1,0,0,1,0,NA,164,NA,NA,NA,1,NA,NA,NA,118 HOSPITAL DRIVE,35470,NA,SUMTER,1119,32.6001749,-88.1826771,NA,https://www.bop.gov/coronavirus/
221,ELKTON FCI,2020-07-24,Federal,LISBON,Prison,53,1014,0,9,51,850,NA,2196,NA,NA,NA,0,NA,NA,NA,8730 SCROGGS RD,44432,NA,COLUMBIANA,39029,40.76799,-80.71178,NA,https://www.bop.gov/coronavirus/
222,ENGLEWOOD FCI,2020-07-24,Federal,PRESCOTT,Prison,1,7,0,0,1,4,NA,136,NA,NA,NA,22,NA,NA,NA,209 EAST 3RD STREET SOUTH,71857,NA,NEVADA,5099,33.79957,-93.37967,NA,https://www.bop.gov/coronavirus/
223,ESTILL FCI,2020-07-24,Federal,ESTILL,Prison,9,0,0,0,0,0,NA,24,NA,NA,NA,0,NA,NA,NA,100 PRISON RD,29918,NA,HAMPTON,45049,32.7137068,-81.2505785,NA,https://www.bop.gov/coronavirus/
224,FAIRTON FCI,2020-07-24,Federal,FAIRTON,Prison,7,104,0,0,7,89,NA,912,NA,NA,NA,61,NA,NA,NA,655 FAIRTON MILLVILLE RD,8320,NA,CUMBERLAND,34011,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,FLORENCE ADMAX USP,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,FLORENCE FCI,2020-07-24,Federal,NA,Prison,3,0,0,0,0,0,NA,80,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,FLORENCE HIGH USP,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,50,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
248,FORREST CITY LOW FCI,2020-07-24,Federal,FORREST CITY,Prison,6,671,0,0,4,642,NA,1690,NA,NA,NA,3,NA,NA,NA,1400 DALE BUMPERS ROAD,72335,NA,ST. FRANCIS,5123,34.9793157,-90.80496,NA,https://www.bop.gov/coronavirus/
249,FORREST CITY MEDIUM FCI,2020-07-24,Federal,FORREST CITY,Prison,10,10,0,0,5,3,NA,249,NA,NA,NA,188,NA,NA,NA,1400 DALE BUMPERS ROAD,72335,NA,ST. FRANCIS,5123,34.9793157,-90.80496,NA,https://www.bop.gov/coronavirus/
250,FORT DIX FCI,2020-07-24,Federal,BLAIRSVILLE,Prison,5,39,0,0,5,37,NA,273,NA,NA,NA,30,NA,NA,NA,189 BEASLEY STREET,30512,NA,UNION,13291,34.87567,-83.9435,NA,https://www.bop.gov/coronavirus/
252,FORT WORTH FMC,2020-07-24,Federal,FORT WORTH,Prison,10,609,0,12,6,583,NA,857,NA,NA,NA,17,NA,NA,NA,3150 HORTON RD,76119,NA,TARRANT,48439,32.68022,-97.2869,NA,https://www.bop.gov/coronavirus/
NA,FRESNO COUNTY JAIL,2020-07-24,Federal,NA,Prison,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,GEO CARE,2020-07-24,Federal,NA,Prison,0,15,0,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,GEO CARE EL MONTE,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,GEO CARE INC,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,10,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,GEO CARE LLC,2020-07-24,Federal,NA,Prison,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,GEO CARE SALT LAKE CITY CENTER,2020-07-24,Federal,NA,Prison,0,9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,GEO GROUP INC,2020-07-24,Federal,NA,Prison,0,21,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,GEO PHILADELPHIA RRC,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,GEO REENTRY INC,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,60,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,GEO REENTRY OF ALASKA INC,2020-07-24,Federal,NA,Prison,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,GEO TAYLOR ST FACILITY,2020-07-24,Federal,NA,Prison,0,3,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,GHENT RRC,2020-07-24,Federal,NA,Prison,0,0,0,0,0,0,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
NA,GILES W DALBY CI,2020-07-24,Federal,NA,Prison,0,80,0,0,0,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
