"","Count.ID","Facility","State","Name","Date","Website","Residents.Confirmed","Staff.Confirmed","Resident.Deaths","Staff.Deaths","Residents.Recovered","Staff.Recovered","Residents.Tested","Staff.Tested","Residents.Negative","Staff.Negative","Residents.Pending","Staff.Pending","Residents.Quarantine","Staff.Quarantine","Residents.Released","Resident.Population","Address","Zipcode","City","County","Latitude","Longitude","County.FIPS","hifld_id","Notes","Population","Population.Source"
"459",581,"Prison","Kentucky","LUTHER LUCKETT CORRECTIONAL COMPLEX",2020-10-18,"https://corrections.ky.gov/Facilities/Pages/covid19.aspx","0","3","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1612 DAWKINS RD","40031","LAGRANGE","OLDHAM",38.4124308737643,"-85.425990849575896","21185",10000101,"NA",1114,"Public Records"
"460",582,"Administrative","Kentucky","NORTHPOINT TRAINING CENTER",2020-10-18,"https://corrections.ky.gov/Facilities/Pages/covid19.aspx","22","19","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","710 WALTER REED RD","40310","BURGIN","BOYLE",37.7100209190974,"-84.746356812255897","21021",10000116,"NA",1074,"Public Records"
"461",583,"Prison","Kentucky","ROEDERER CORRECTIONAL COMPLEX",2020-10-18,"https://corrections.ky.gov/Facilities/Pages/covid19.aspx","25","14","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PO BOX 69","40031","LAGRANGE","OLDHAM",38.4031279909613,"-85.429763046053594","21185",10000102,"NA",950,"Public Records"
"462",585,"Prison","Kentucky","WESTERN KENTUCKY CORRECTIONAL COMPLEX",2020-10-18,"https://corrections.ky.gov/Facilities/Pages/covid19.aspx","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","374 NEW BETHEL CHURCH RD","42411","FREDONIA","LYON",37.1364597871572,"-88.040148013461902","21143",10000121,"NA",518,"Public Records"
"463",586,"Prison","Louisiana","ALLEN CORRECTIONAL CENTER",2020-10-18,"https://doc.louisiana.gov/doc-covid-19-testing/","264","28","0","0","NA","26","804","167","NA","NA","NA","NA","NA","NA","NA","NA","3751 LAUDERDALE WOODYARD RD","70648","KINDER","ALLEN",30.5614831926837,"-92.789672681970998","22003",10000967,"NA",1579,"HIFLD Dataset"
"464",589,"Prison","Louisiana","DIXON CORRECTIONAL INSTITUTE",2020-10-18,"https://doc.louisiana.gov/doc-covid-19-testing/","839","61","7","0","NA","57","1265","336","NA","NA","NA","NA","NA","NA","NA","NA","5568 STATE HWY 68","70748","JACKSON","EAST FELICIANA",30.8132390100908,"-91.207513735792006","22037",10004094,"NA",1778,"HIFLD Dataset"
"465",588,"Prison","Louisiana","DAVID WADE CORRECTIONAL CENTER",2020-10-18,"https://doc.louisiana.gov/doc-covid-19-testing/","80","48","0","0","NA","46","126","116","NA","NA","NA","NA","NA","NA","NA","NA","670 BELL HILL RD","71040","HOMER","CLAIBORNE",32.9017308835314,"-93.019544388458996","22027",10000948,"NA",1227,"HIFLD Dataset"
"466",590,"Prison","Louisiana","ELAYN HUNT CORRECTIONAL CENTER",2020-10-18,"https://doc.louisiana.gov/doc-covid-19-testing/","29","45","1","0","NA","44","168","128","NA","NA","NA","NA","NA","NA","NA","NA","6925 HWY 74","70776","ST GABRIEL","IBERVILLE",30.2656369091593,"-91.086213406751895","22047",10000972,"NA",1999,"HIFLD Dataset"
"467",592,"Prison","Louisiana","LOUISIANA CORRECTIONAL INSTITUTE FOR WOMEN HUNT",2020-10-18,"https://doc.louisiana.gov/doc-covid-19-testing/","169","71","2","0","NA","70","199","249","NA","NA","NA","NA","NA","NA","NA","NA","7205 STATE HWY 74","70776","ST GABRIEL","IBERVILLE",30.2631887953671,"-91.073743484338294","22047",10000974,"NA",573,"HIFLD Dataset"
"468",593,"Prison","Louisiana","LOUISIANA CORRECTIONAL INSTITUTE FOR WOMEN JETSON",2020-10-18,"https://doc.louisiana.gov/doc-covid-19-testing/","178","NA","0","NA","NA","NA","274","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"NA",NA,NA
"469",594,"Prison","Louisiana","LOUISIANA STATE PENITENTIARY",2020-10-18,"https://doc.louisiana.gov/doc-covid-19-testing/","464","162","16","3","NA","146","1394","486","NA","NA","NA","NA","NA","NA","NA","NA","17544 TUNICA TRACE","70712","ANGOLA","WEST FELICIANA",30.9597693526242,"-91.597325592449593","22125",10000963,"NA",6073,"HIFLD Dataset"
"470",587,"Prison","Louisiana","RAYBURN CORRECTIONAL CENTER",2020-10-18,"https://doc.louisiana.gov/doc-covid-19-testing/","68","43","1","0","NA","42","1239","250","NA","NA","NA","NA","NA","NA","NA","NA","27268 STATE HWY 21 N","70426","ANGIE","WASHINGTON",30.9216982267576,"-89.815842732670603","22117",10002416,"NA",1313,"HIFLD Dataset"
"471",596,"Prison","Louisiana","RAYMOND LABORDE CORRECTIONAL CENTER",2020-10-18,"https://doc.louisiana.gov/doc-covid-19-testing/","314","52","2","2","NA","48","1315","270","NA","NA","NA","NA","NA","NA","NA","NA","1630 PRISON RD","71327","COTTONPORT","AVOYELLES",30.9744223229185,"-92.025227052783293","22009",10000960,"NA",1754,"HIFLD Dataset"
"472",599,"Prison","Maine","STATEWIDE ADULT",2020-10-18,"https://www.maine.gov/corrections/","NA","3","NA","NA","NA","NA","NA","NA","2051","NA","71","NA","NA","NA","NA","1764","NA","NA","NA","NA",NA,"NA","NA",NA,"(5/26/20) tracker reports 4 infections, article reports all four at MCC (https://www.sunjournal.com/2020/05/26/while-state-struggles-with-virus-outbreak-at-prison-county-jails-are-not/)      (5/24/20) article reports four total infections, not yet appearing on tracker, will not add at this time but monitor in the next day or two   (https://www.necn.com/news/local/two-more-inmates-at-maine-prison-test-positive-for-covid-19/2276153/)      (5/19/20) Not in the tracker yet but the press release today says first positive at MCC ( https://www.maine.gov/corrections/home/Press%20Release%205-19-20%20COVID%20Case%20DOC.pdf ) ----- (3/31/20) 1 staff positive at Bolduc Correctional Facility in Warren ( https://www.newscentermaine.com/article/news/health/coronavirus/doc-employee-tests-positive-for-coronavirus-covid-19/97-54400e78-ecf4-4492-87c3-76a6b75bb184 )",NA,NA
"473",600,"Prison","Maine","STATEWIDE JUVENILE",2020-10-18,"https://www.maine.gov/corrections/","1","1","NA","NA","NA","NA","150","NA","168","NA","5","NA","NA","NA","NA","11","NA","NA","NA","NA",NA,"NA","NA",NA,"(5/26/20) tracker reports 4 infections, article reports all four at MCC (https://www.sunjournal.com/2020/05/26/while-state-struggles-with-virus-outbreak-at-prison-county-jails-are-not/)      (5/24/20) article reports four total infections, not yet appearing on tracker, will not add at this time but monitor in the next day or two   (https://www.necn.com/news/local/two-more-inmates-at-maine-prison-test-positive-for-covid-19/2276153/)      (5/19/20) Not in the tracker yet but the press release today says first positive at MCC ( https://www.maine.gov/corrections/home/Press%20Release%205-19-20%20COVID%20Case%20DOC.pdf ) ----- (3/31/20) 1 staff positive at Bolduc Correctional Facility in Warren ( https://www.newscentermaine.com/article/news/health/coronavirus/doc-employee-tests-positive-for-coronavirus-covid-19/97-54400e78-ecf4-4492-87c3-76a6b75bb184 )",NA,NA
"474",1487,"Prison","Maine","MSP",2020-10-18,"https://www.maine.gov/corrections/","0","1","NA","NA","NA","NA","289","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"(5/26/20) tracker reports 4 infections, article reports all four at MCC (https://www.sunjournal.com/2020/05/26/while-state-struggles-with-virus-outbreak-at-prison-county-jails-are-not/)      (5/24/20) article reports four total infections, not yet appearing on tracker, will not add at this time but monitor in the next day or two   (https://www.necn.com/news/local/two-more-inmates-at-maine-prison-test-positive-for-covid-19/2276153/)      (5/19/20) Not in the tracker yet but the press release today says first positive at MCC ( https://www.maine.gov/corrections/home/Press%20Release%205-19-20%20COVID%20Case%20DOC.pdf ) ----- (3/31/20) 1 staff positive at Bolduc Correctional Facility in Warren ( https://www.newscentermaine.com/article/news/health/coronavirus/doc-employee-tests-positive-for-coronavirus-covid-19/97-54400e78-ecf4-4492-87c3-76a6b75bb184 )",NA,NA
"475",598,"Prison","Maine","MAINE CORRECTIONAL CENTER MCC",2020-10-18,"https://www.maine.gov/corrections/","4","0","NA","NA","NA","NA","1393","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","23005",NA,"(5/26/20) tracker reports 4 infections, article reports all four at MCC (https://www.sunjournal.com/2020/05/26/while-state-struggles-with-virus-outbreak-at-prison-county-jails-are-not/)      (5/24/20) article reports four total infections, not yet appearing on tracker, will not add at this time but monitor in the next day or two   (https://www.necn.com/news/local/two-more-inmates-at-maine-prison-test-positive-for-covid-19/2276153/)      (5/19/20) Not in the tracker yet but the press release today says first positive at MCC ( https://www.maine.gov/corrections/home/Press%20Release%205-19-20%20COVID%20Case%20DOC.pdf ) ----- (3/31/20) 1 staff positive at Bolduc Correctional Facility in Warren ( https://www.newscentermaine.com/article/news/health/coronavirus/doc-employee-tests-positive-for-coronavirus-covid-19/97-54400e78-ecf4-4492-87c3-76a6b75bb184 )",NA,NA
"476",1488,"Prison","Maine","MVCF",2020-10-18,"https://www.maine.gov/corrections/","0","0","NA","NA","NA","NA","143","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"(5/26/20) tracker reports 4 infections, article reports all four at MCC (https://www.sunjournal.com/2020/05/26/while-state-struggles-with-virus-outbreak-at-prison-county-jails-are-not/)      (5/24/20) article reports four total infections, not yet appearing on tracker, will not add at this time but monitor in the next day or two   (https://www.necn.com/news/local/two-more-inmates-at-maine-prison-test-positive-for-covid-19/2276153/)      (5/19/20) Not in the tracker yet but the press release today says first positive at MCC ( https://www.maine.gov/corrections/home/Press%20Release%205-19-20%20COVID%20Case%20DOC.pdf ) ----- (3/31/20) 1 staff positive at Bolduc Correctional Facility in Warren ( https://www.newscentermaine.com/article/news/health/coronavirus/doc-employee-tests-positive-for-coronavirus-covid-19/97-54400e78-ecf4-4492-87c3-76a6b75bb184 )",NA,NA
"477",1486,"Prison","Maine","BCF",2020-10-18,"https://www.maine.gov/corrections/","0","0","NA","NA","NA","NA","126","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"(5/26/20) tracker reports 4 infections, article reports all four at MCC (https://www.sunjournal.com/2020/05/26/while-state-struggles-with-virus-outbreak-at-prison-county-jails-are-not/)      (5/24/20) article reports four total infections, not yet appearing on tracker, will not add at this time but monitor in the next day or two   (https://www.necn.com/news/local/two-more-inmates-at-maine-prison-test-positive-for-covid-19/2276153/)      (5/19/20) Not in the tracker yet but the press release today says first positive at MCC ( https://www.maine.gov/corrections/home/Press%20Release%205-19-20%20COVID%20Case%20DOC.pdf ) ----- (3/31/20) 1 staff positive at Bolduc Correctional Facility in Warren ( https://www.newscentermaine.com/article/news/health/coronavirus/doc-employee-tests-positive-for-coronavirus-covid-19/97-54400e78-ecf4-4492-87c3-76a6b75bb184 )",NA,NA
"478",1660,"Prison","Maine","WOMEN",2020-10-18,"https://www.maine.gov/corrections/","0","0","NA","NA","NA","NA","231","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"(5/26/20) tracker reports 4 infections, article reports all four at MCC (https://www.sunjournal.com/2020/05/26/while-state-struggles-with-virus-outbreak-at-prison-county-jails-are-not/)      (5/24/20) article reports four total infections, not yet appearing on tracker, will not add at this time but monitor in the next day or two   (https://www.necn.com/news/local/two-more-inmates-at-maine-prison-test-positive-for-covid-19/2276153/)      (5/19/20) Not in the tracker yet but the press release today says first positive at MCC ( https://www.maine.gov/corrections/home/Press%20Release%205-19-20%20COVID%20Case%20DOC.pdf ) ----- (3/31/20) 1 staff positive at Bolduc Correctional Facility in Warren ( https://www.newscentermaine.com/article/news/health/coronavirus/doc-employee-tests-positive-for-coronavirus-covid-19/97-54400e78-ecf4-4492-87c3-76a6b75bb184 )",NA,NA
"479",601,"Prison","Maryland","BALTIMORE CENTRAL BOOKING INTAKE CENTER",2020-10-18,"https://news.maryland.gov/dpscs/","150","127","0","2","147","118","2075","3316","NA","NA","NA","NA","NA","NA","NA","NA","300 E MADISON ST","21202","BALTIMORE","BALTIMORE CITY",39.2990497,"-76.610461700000002","24510",10004034,"NA",166,"HIFLD Dataset"
"480",602,"Prison","Maryland","BCCC BALTIMORE CITY CC",2020-10-18,"https://news.maryland.gov/dpscs/","3","8","0","0","3","8","495","97","NA","NA","NA","NA","NA","NA","NA","NA","901 GREENMOUNT AVE","21202","BALTIMORE","BALTIMORE CITY",39.3003053,"-76.606506999999993","24510",10001552,"NA",503,"HIFLD Dataset"
"481",605,"Prison","Maryland","CDF CHESAPEAKE DETENTION FACILITY",2020-10-18,"https://news.maryland.gov/dpscs/","14","38","0","0","14","37","631","224","NA","NA","NA","NA","NA","NA","NA","NA","401 E MADISON ST","21202","BALTIMORE","BALTIMORE CITY",39.2983277176375,"-76.609414852049198","24510",10000917,"NA",415,"HIFLD Dataset"
"482",622,"Prison","Maryland","MRDCC MARYLAND RECEPTION DIAGNOSTICS AND CLASSICIATION CENTER",2020-10-18,"https://news.maryland.gov/dpscs/","19","34","0","0","19","33","1098","262","NA","NA","NA","NA","NA","NA","NA","NA","550 E MADISON ST","21202","BALTIMORE","BALTIMORE CITY",39.2991796,"-76.606822100000002","24510",10000918,"NA",352,"HIFLD Dataset"
"483",623,"Prison","Maryland","MTC METROPOLITAN TRANSITION CENTER BALTIMORE",2020-10-18,"https://news.maryland.gov/dpscs/","67","72","2","0","63","70","1095","472","NA","NA","NA","NA","NA","NA","NA","NA","954 FORREST ST","21202","BALTIMORE","BALTIMORE CITY",39.3000616240186,"-76.608566142592494","24510",10004035,"NA",202,"HIFLD Dataset"
"484",632,"Prison","Maryland","YDC YOUTH DETENTION CENTER",2020-10-18,"https://news.maryland.gov/dpscs/","5","8","0","0","5","8","171","124","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"NA",NA,NA
"485",609,"Prison","Maryland","ECI EASTERN CI",2020-10-18,"https://news.maryland.gov/dpscs/","8","25","0","0","6","19","4178","851","NA","NA","NA","NA","NA","NA","NA","NA","30420 REVELLS NECK RD","21890","WESTOVER","SOMERSET",38.1573851821491,"-75.704400486394405","24039",10001569,"NA",2604,"HIFLD Dataset"
"486",611,"Prison","Maryland","EPRU EASTERN PRE RELEASE UNIT",2020-10-18,"https://news.maryland.gov/dpscs/","0","0","0","0","0","0","138","42","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"NA",NA,NA
"487",616,"Prison","Maryland","MCI H MARYLAND CI HAGERSTOWN",2020-10-18,"https://news.maryland.gov/dpscs/","86","47","1","0","41","38","1142","453","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","24043",NA,"NA",NA,NA
"488",620,"Prison","Maryland","MARYLAND CORRECTIONAL TRAINING CENTER HAGERSTOWN",2020-10-18,"https://news.maryland.gov/dpscs/","16","11","0","0","16","9","3671","463","NA","NA","NA","NA","NA","NA","NA","NA","18800 ROXBURY RD","21746","HAGERSTOWN","WASHINGTON",39.5648348604095,"-77.714873979177298","24043",10001546,"NA",2436,"HIFLD Dataset"
"489",628,"Prison","Maryland","RCI ROXBURY CI",2020-10-18,"https://news.maryland.gov/dpscs/","147","21","1","0","111","19","2258","363","NA","NA","NA","NA","NA","NA","NA","NA","18701 ROXBURY RD","21746","HAGERSTOWN","WASHINGTON",39.5585136,"-77.715179399999997","24043",10001547,"NA",1749,"HIFLD Dataset"
"490",604,"Prison","Maryland","CMCF CENTRAL MARYLAND CF",2020-10-18,"https://news.maryland.gov/dpscs/","60","21","2","0","58","21","587","119","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","17015",NA,"NA",NA,NA
"491",607,"Prison","Maryland","DRCF DORSEY RUN CF",2020-10-18,"https://news.maryland.gov/dpscs/","62","38","1","0","59","37","1083","256","NA","NA","NA","NA","NA","NA","NA","NA","2020 TOULSON ROAD","20794","JESSUP","ANNE ARUNDEL",39.139062512243,"-76.776973335664394","24003",10006353,"NA",553,"HIFLD Dataset"
"492",617,"Prison","Maryland","JESSUP CORRECTIONAL INSTITUTION",2020-10-18,"https://news.maryland.gov/dpscs/","108","78","2","0","104","73","2586","817","NA","NA","NA","NA","NA","NA","NA","NA","7803 House of Correction Rd","20794","JESSUP","ANNE ARUNDEL",39.1416755,"-76.770361299999905","24003",10001560,"NA",997,"HIFLD Dataset"
"493",617,"Prison","Maryland","JESSUP CORRECTIONAL INSTITUTION",2020-10-18,"https://news.maryland.gov/dpscs/","149","37","0","0","149","35","990","415","NA","NA","NA","NA","NA","NA","NA","NA","7803 House of Correction Rd","20794","JESSUP","ANNE ARUNDEL",39.1416755,"-76.770361299999905","24003",10001560,"NA",997,"HIFLD Dataset"
"494",615,"Prison","Maryland","MCI W MARYLAND CI FOR WOMEN",2020-10-18,"https://news.maryland.gov/dpscs/","29","56","0","0","28","56","1111","347","NA","NA","NA","NA","NA","NA","NA","NA","7943 BROCK BRIDGE RD","20794","JESSUP","ANNE ARUNDEL",39.132672,"-76.775413","24003",10001559,"NA",777,"HIFLD Dataset"
"495",627,"Prison","Maryland","PATX PATUXENT INSTITUTION",2020-10-18,"https://news.maryland.gov/dpscs/","40","67","1","0","39","62","1159","467","NA","NA","NA","NA","NA","NA","NA","NA","7555 WATERLOO RD","20794","JESSUP","HOWARD",39.1640425,"-76.7803021","24027",10002364,"NA",915,"HIFLD Dataset"
"496",629,"Prison","Maryland","SMPRU SOUTHERN MARYLAND PRE RELEASE UNIT",2020-10-18,"https://news.maryland.gov/dpscs/","0","3","0","0","0","2","186","40","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","24037",NA,"NA",NA,NA
"497",626,"Prison","Maryland","NBCI NORTH BRANCH CI",2020-10-18,"https://news.maryland.gov/dpscs/","13","4","0","0","13","3","1733","395","NA","NA","NA","NA","NA","NA","NA","NA","14100 MCMULLEN HWY SW","21502","CUMBERLAND","ALLEGANY",39.6024730265024,"-78.818023824810695","24001",10001543,"NA",1252,"HIFLD Dataset"
"498",631,"Prison","Maryland","WCI WESTERN CI",2020-10-18,"https://news.maryland.gov/dpscs/","1","5","0","0","1","4","2024","531","NA","NA","NA","NA","NA","NA","NA","NA","13800 MCMULLEN HWY SW","21502","CUMBERLAND","ALLEGANY",39.6067516925804,"-78.815419837997496","24001",10001542,"NA",1606,"HIFLD Dataset"
"499",625,"Other","Maryland","NON RESIDENTIAL LOCATION",2020-10-18,"https://news.maryland.gov/dpscs/","3","38","1","0","2","35","174","460","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"NA",NA,NA
"500",633,"Prison","Massachusetts","BOSTON PRE",2020-10-18,"https://www.mass.gov/orgs/massachusetts-department-of-correction","0","1","NA","NA","NA","NA","128","28","NA","NA","NA","NA","NA","NA","1","46","430 CANTERBURY ST","2131","ROSLINDALE","SUFFOLK",42.2924953346519,"-71.101383683419101","25025",10002095,"NA",49,"Public Records"
"501",634,"Prison","Massachusetts","BSH",2020-10-18,"https://www.mass.gov/orgs/massachusetts-department-of-correction","18","0","NA","NA","NA","NA","541","1","NA","NA","NA","NA","NA","NA","0","206","20 ADMINISTRATION RD","2324","BRIDGEWATER","PLYMOUTH",41.9423626841124,"-70.955338966177294","25023",10002097,"NA",191,"HIFLD Dataset"
"502",635,"Prison","Massachusetts","LSH",2020-10-18,"https://www.mass.gov/orgs/massachusetts-department-of-correction","7","5","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","0","18","180 MORTON ST","2130","JAMAICA PLAIN","SUFFOLK",42.2995433189822,"-71.1018611593354","25025",10001401,"NA",19,"HIFLD Dataset"
"503",638,"Prison","Massachusetts","MASAC",2020-10-18,"https://www.mass.gov/orgs/massachusetts-department-of-correction","32","1","NA","NA","NA","NA","380","12","NA","NA","NA","NA","NA","NA","0","65","1 BUMP POND RD","2360","PLYMOUTH","PLYMOUTH",41.8495406668949,"-70.6605552136878","25023",10001404,"NA",105,"Public Records"
"504",639,"Prison","Massachusetts","MCI C",2020-10-18,"https://www.mass.gov/orgs/massachusetts-department-of-correction","1","5","NA","NA","NA","NA","690","134","NA","NA","NA","NA","NA","NA","2","522","99 LORING DRIVE","1701","FRAMINGHAM","MIDDLESEX",42.2675128881925,"-71.407419187591699","25017",10004444,"NA",485,"Public Records"
"505",640,"Prison","Massachusetts","MCI CJ",2020-10-18,"https://www.mass.gov/orgs/massachusetts-department-of-correction","4","14","NA","NA","NA","NA","757","81","NA","NA","NA","NA","NA","NA","3","382","2405 MAIN ST","2071","SOUTH WALPOLE","NORFOLK",42.1062558359283,"-71.289796561606906","25021",10001408,"NA",53,"Public Records"
"506",641,"Prison","Massachusetts","MCI F",2020-10-18,"https://www.mass.gov/orgs/massachusetts-department-of-correction","87","14","NA","NA","NA","NA","182","75","NA","NA","NA","NA","NA","NA","2","178","99 LORING DRIVE","1701","FRAMINGHAM","MIDDLESEX",42.2675128881925,"-71.407419187591699","25017",10004444,"NA",132,"Public Records"
"507",642,"Prison","Massachusetts","MCI NORFOLK",2020-10-18,"https://www.mass.gov/orgs/massachusetts-department-of-correction","3","8","NA","NA","NA","NA","1519","76","NA","NA","NA","NA","NA","NA","2","1241","2 CLARK ST","2056","NORFOLK","NORFOLK",42.1191290288572,"-71.304171364745301","25021",10002101,"NA",1221,"Public Records"
"508",643,"Prison","Massachusetts","MCI SHIRLEY",2020-10-18,"https://www.mass.gov/orgs/massachusetts-department-of-correction","169","21","NA","NA","NA","NA","1403","142","NA","NA","NA","NA","NA","NA","1","1089","1 HARVARD RD","1464","SHIRLEY","MIDDLESEX",42.5277754693202,"-71.644785778841396","25017",10001393,"NA",1049,"Public Records"
"509",645,"Prison","Massachusetts","MTC",2020-10-18,"https://www.mass.gov/orgs/massachusetts-department-of-correction","133","18","NA","NA","NA","NA","624","52","NA","NA","NA","NA","NA","NA","1","560","30 ADMINISTRATION RD","2324","BRIDGEWATER","PLYMOUTH",41.94603,"-70.956149999999994","25023",10002098,"NA",560,"Public Records"
"510",646,"Prison","Massachusetts","NCCI GARDN",2020-10-18,"https://www.mass.gov/orgs/massachusetts-department-of-correction","0","0","NA","NA","NA","NA","1166","64","NA","NA","NA","NA","NA","NA","1","865","500 COLONY ROAD","1440","GARDNER","WORCESTER",42.5797906399966,"-71.9416300064929","25027",10004449,"NA",859,"Public Records"
"511",647,"Prison","Massachusetts","NECC",2020-10-18,"https://www.mass.gov/orgs/massachusetts-department-of-correction","0","0","NA","NA","NA","NA","340","33","NA","NA","NA","NA","NA","NA","0","152","1 BARRETTS MILL RD","1742","WEST CONCORD","MIDDLESEX",42.4722627119944,"-71.397968398777905","25017",10001392,"NA",152,"Public Records"
"512",648,"Prison","Massachusetts","NON FACILITY",2020-10-18,"https://www.mass.gov/orgs/massachusetts-department-of-correction","0","7","NA","NA","NA","NA","0","35","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"NA",NA,NA
"513",649,"Prison","Massachusetts","OCCC",2020-10-18,"https://www.mass.gov/orgs/massachusetts-department-of-correction","0","7","NA","NA","NA","NA","878","110","NA","NA","NA","NA","NA","NA","2","702","1 ADMINISTRATION ROAD","2324","BRIDGEWATER","PLYMOUTH",41.9495049999999,"-70.958107999999996","25023",10004451,"NA",603,"Public Records"
"514",650,"Prison","Massachusetts","PONDVILLE",2020-10-18,"https://www.mass.gov/orgs/massachusetts-department-of-correction","0","3","NA","NA","NA","NA","222","8","NA","NA","NA","NA","NA","NA","0","122","1 INDUSTRIES DR","2056","NORFOLK","NORFOLK",42.1084424120453,"-71.293025774539402","25021",10000282,"NA",119,"Public Records"
"515",651,"Prison","Massachusetts","SBCC",2020-10-18,"https://www.mass.gov/orgs/massachusetts-department-of-correction","2","8","NA","NA","NA","NA","693","261","NA","NA","NA","NA","NA","NA","2","637","1 HARVARD RD","1464","SHIRLEY","WORCESTER",42.5323792,"-71.650657499999994","25027",10001396,"NA",560,"Public Records"
"516",652,"Prison","Massachusetts","SMCC",2020-10-18,"https://www.mass.gov/orgs/massachusetts-department-of-correction","0","0","NA","NA","NA","NA","64","2","NA","NA","NA","NA","NA","NA","0","31","135 WESTERN AVENUE","1701","FRAMINGHAM","MIDDLESEX",42.2652753322943,"-71.405920715007198","25017",10004443,"NA",29,"Public Records"
"517",654,"Prison","Michigan","ALGER CORRECTIONAL FACILITY",2020-10-18,"https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337","1","3","0","0","NA","NA","867","NA","866","NA","NA","NA","NA","NA","NA","NA","N6141 INDUSTRIAL PARK DR","49862","MUNISING","ALGER",46.3786156459034,"-86.639617321768299","26003",10000264,"NA",886,"HIFLD Dataset"
"518",655,"Prison","Michigan","BARAGA CORRECTIONAL FACILITY",2020-10-18,"https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337","4","19","0","0","NA","NA","818","NA","814","NA","NA","NA","NA","NA","NA","NA","13924 WADAGA RD","49908","BARAGA","BARAGA",46.7625486668272,"-88.511216375146105","26013",10001346,"NA",787,"HIFLD Dataset"
"519",656,"Prison","Michigan","BELLAMY CREEK CORRECTIONAL FACILITY",2020-10-18,"https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337","180","18","1","0","NA","NA","1848","NA","1668","NA","NA","NA","NA","NA","NA","NA","1727 W BLUEWATER HWY","48846","IONIA","IONIA",42.9779589,"-85.105898100000005","26067",10001364,"NA",1753,"HIFLD Dataset"
"520",657,"Prison","Michigan","CARSON CITY CORRECTIONAL FACILITY",2020-10-18,"https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337","1","5","0","0","NA","NA","2362","NA","2361","NA","NA","NA","NA","NA","NA","NA","10274 BOYER RD","48811","CARSON CITY","MONTCALM",43.1605526543871,"-84.870609903229706","26117",10002088,"NA",2240,"HIFLD Dataset"
"521",658,"Prison","Michigan","CENTRAL MICHIGAN CORRECTIONAL FACILITY",2020-10-18,"https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337","7","9","0","0","NA","NA","2419","NA","2412","NA","NA","NA","NA","NA","NA","NA","320 N HUBBARD","48880","ST LOUIS","GRATIOT",43.4134939081733,"-84.5926954644886","26057",10001362,"NA",2542,"HIFLD Dataset"
"522",1489,"Administrative","Michigan","CENTRAL OFFICE",2020-10-18,"https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337","NA","7","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"NA",NA,NA
"523",659,"Prison","Michigan","CHARLES E EGELER RECEPTION AND GUIDANCE CENTER",2020-10-18,"https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337","388","45","6","0","NA","NA","2690","NA","2302","NA","NA","NA","NA","NA","NA","NA","3855 COOPER ST","49201","JACKSON","JACKSON",42.3000507,"-84.391040099999998","26075",10003846,"NA",950,"HIFLD Dataset"
